marker,LOD,trait
rs47788372,3.3310167758110056,Rasrelated associated with diabetes UTVGXHEL1014
rs45817151,3.3310167758110056,Rasrelated associated with diabetes UTVGXHEL1014
rs47954984,3.3476678944185942,Rasrelated associated with diabetes UTVGXHEL1014
rs30081444,3.240051709650968,Rasrelated associated with diabetes UTVGXHEL1014
rs48117257,3.240051709650968,Rasrelated associated with diabetes UTVGXHEL1014
rs30155079,2.713034451868664,Rasrelated associated with diabetes UTVGXHEL1014
rs30656416,2.713034451868664,Rasrelated associated with diabetes UTVGXHEL1014
rs30359515,3.537423372887403,Rasrelated associated with diabetes UTVGXHEL1014
rs31670345,3.537423372887403,Rasrelated associated with diabetes UTVGXHEL1014
rs30061551,2.5067395831614028,Rasrelated associated with diabetes UTVGXHEL1014
rs30012365,2.748878445641997,Rasrelated associated with diabetes UTVGXHEL1014
rs3724964,2.748878445641997,Rasrelated associated with diabetes UTVGXHEL1014
rs33239535,2.436554981743944,Rasrelated associated with diabetes UTVGXHEL1014
rs49074950,4.006578220290234,Rasrelated associated with diabetes UTVGXHEL1014
rs13478117,3.807885987939045,Rasrelated associated with diabetes UTVGXHEL1014
rs33197550,3.807885987939045,Rasrelated associated with diabetes UTVGXHEL1014
rs31727027,3.8426284812810914,Rasrelated associated with diabetes UTVGXHEL1014
rs33045702,5.7727528821097565,Rasrelated associated with diabetes UTVGXHEL1014
rs31821694,5.7727528821097565,Rasrelated associated with diabetes UTVGXHEL1014
rs13478122,5.496407638612597,Rasrelated associated with diabetes UTVGXHEL1014
rs31878001,2.705741318623962,Rasrelated associated with diabetes UTVGXHEL1014
rs13478131,2.705741318623962,Rasrelated associated with diabetes UTVGXHEL1014
rs31867462,2.705741318623962,Rasrelated associated with diabetes UTVGXHEL1014
rs31863510,2.868523401002995,Rasrelated associated with diabetes UTVGXHEL1014
rs6256752,2.94760804535642,Rasrelated associated with diabetes UTVGXHEL1014
rs31972855,3.069567852041006,Rasrelated associated with diabetes UTVGXHEL1014
rs108070148,3.06718660050985,Rasrelated associated with diabetes UTVGXHEL1014
rs33402934,3.129557652245326,Rasrelated associated with diabetes UTVGXHEL1014
rs6226706,2.779089325451571,Rasrelated associated with diabetes UTVGXHEL1014
rs32064770,2.777317967512166,Rasrelated associated with diabetes UTVGXHEL1014
rs32019398,2.6405812902536083,Rasrelated associated with diabetes UTVGXHEL1014
rs32017704,2.6405812902536083,Rasrelated associated with diabetes UTVGXHEL1014
rs39125624,2.978751270356462,Rasrelated associated with diabetes UTVGXHEL1014
rs29504819,2.6598389187382385,Rasrelated associated with diabetes UTVGXHEL1014
rs3706626,2.6598389187382385,Rasrelated associated with diabetes UTVGXHEL1014
rs33185810,3.052635167100854,Rasrelated associated with diabetes UTVGXHEL1014
rs33497497,3.052635167100854,Rasrelated associated with diabetes UTVGXHEL1014
rs33462162,3.052635167100854,Rasrelated associated with diabetes UTVGXHEL1014
rs224949622,3.528626289523945,Rasrelated associated with diabetes UTVGXHEL1014
rs32179786,6.955857774649761,Rasrelated associated with diabetes UTVGXHEL1014
rs29818570,5.208209970508612,Rasrelated associated with diabetes UTVGXHEL1014
rs52525819,3.989225375681804,Rasrelated associated with diabetes UTVGXHEL1014
rs29779004,4.770793458387861,Rasrelated associated with diabetes UTVGXHEL1014
rs33680477,2.9718770846757305,Rasrelated associated with diabetes UTVGXHEL1014
rs13478175,3.2518097414055256,Rasrelated associated with diabetes UTVGXHEL1014
rs33647566,3.3788849653464976,Rasrelated associated with diabetes UTVGXHEL1014
rs29682924,3.858832536814232,Rasrelated associated with diabetes UTVGXHEL1014
UNC8930200,3.858832536814232,Rasrelated associated with diabetes UTVGXHEL1014
rs29580733,3.857328402055817,Rasrelated associated with diabetes UTVGXHEL1014
rs33657473,3.8881487764027582,Rasrelated associated with diabetes UTVGXHEL1014
rs46581185,3.831510408170014,Rasrelated associated with diabetes UTVGXHEL1014
rs6408534,3.732734794579799,Rasrelated associated with diabetes UTVGXHEL1014
rs29683355,5.745356314241137,Rasrelated associated with diabetes UTVGXHEL1014
rs33417710,5.739638694071457,Rasrelated associated with diabetes UTVGXHEL1014
rs32605771,5.739638694071457,Rasrelated associated with diabetes UTVGXHEL1014
rs259656301,5.703937086608013,Rasrelated associated with diabetes UTVGXHEL1014
rs13478184,5.600568521215472,Rasrelated associated with diabetes UTVGXHEL1014
rs32573674,5.51384151934411,Rasrelated associated with diabetes UTVGXHEL1014
rs29681229,5.775319186105047,Rasrelated associated with diabetes UTVGXHEL1014
rs33192205,3.1694025607313523,Rasrelated associated with diabetes UTVGXHEL1014
rs47842264,2.8116525964929258,Rasrelated associated with diabetes UTVGXHEL1014
rs32726275,2.8116525964929258,Rasrelated associated with diabetes UTVGXHEL1014
rs32719630,2.8116525964929258,Rasrelated associated with diabetes UTVGXHEL1014
UNC050087440,2.782642452038436,Rasrelated associated with diabetes UTVGXHEL1014
rs3703261,2.820950066365672,Rasrelated associated with diabetes UTVGXHEL1014
rs32713546,2.820950066365672,Rasrelated associated with diabetes UTVGXHEL1014
rs32709662,2.745424084695543,Rasrelated associated with diabetes UTVGXHEL1014
rs33680482,2.745424084695543,Rasrelated associated with diabetes UTVGXHEL1014
rs33621531,2.745424084695543,Rasrelated associated with diabetes UTVGXHEL1014
rs46239221,2.738652717824269,Rasrelated associated with diabetes UTVGXHEL1014
rs33508711,2.638528849285591,Rasrelated associated with diabetes UTVGXHEL1014
rs32750860,2.5314027114240782,Rasrelated associated with diabetes UTVGXHEL1014
rs13478205,2.558478876248309,Rasrelated associated with diabetes UTVGXHEL1014
rs37891112,2.443928635439472,Rasrelated associated with diabetes UTVGXHEL1014
rs36908363,2.7703044531700165,Rasrelated associated with diabetes UTVGXHEL1014
rs36342906,2.7703044531700165,Rasrelated associated with diabetes UTVGXHEL1014
rs3716195,2.7703044531700165,Rasrelated associated with diabetes UTVGXHEL1014
rs36400737,2.7703044531700165,Rasrelated associated with diabetes UTVGXHEL1014
rs33647749,2.6221843424682767,Rasrelated associated with diabetes UTVGXHEL1014
rs29545782,2.95173012508791,Rasrelated associated with diabetes UTVGXHEL1014
rs29729399,2.95173012508791,Rasrelated associated with diabetes UTVGXHEL1014
rs13478217,2.684374495630565,Rasrelated associated with diabetes UTVGXHEL1014
UNC050096588,2.6691154422915133,Rasrelated associated with diabetes UTVGXHEL1014
rs32798264,2.6691154422915133,Rasrelated associated with diabetes UTVGXHEL1014
rs13478330,2.485658052019963,Rasrelated associated with diabetes UTVGXHEL1014
rs3722245,2.712048734592952,Rasrelated associated with diabetes UTVGXHEL1014
rs33144432,2.9882410033175497,Rasrelated associated with diabetes UTVGXHEL1014
rs13478557,2.829952785459408,Rasrelated associated with diabetes UTVGXHEL1014
rs33438422,2.825830018013774,Rasrelated associated with diabetes UTVGXHEL1014
rs46275875,2.825830018013774,Rasrelated associated with diabetes UTVGXHEL1014
UNC050233090,2.8124085524278373,Rasrelated associated with diabetes UTVGXHEL1014
rs33557228,3.381447108677615,Rasrelated associated with diabetes UTVGXHEL1014
rs33316265,4.589197432323775,Rasrelated associated with diabetes UTVGXHEL1014
rs32312482,4.537877959778903,Rasrelated associated with diabetes UTVGXHEL1014
rs13478563,5.480348725453472,Rasrelated associated with diabetes UTVGXHEL1014
rs6319445,4.537877959778903,Rasrelated associated with diabetes UTVGXHEL1014
rs33285057,2.318621796291897,Rasrelated associated with diabetes UTVGXHEL1014
rs32381987,2.318621796291897,Rasrelated associated with diabetes UTVGXHEL1014
rs32426984,2.445882302066994,Rasrelated associated with diabetes UTVGXHEL1014
rs30759941,2.445882302066994,Rasrelated associated with diabetes UTVGXHEL1014
rs13478602,3.583941587759745,Rasrelated associated with diabetes UTVGXHEL1014
rs30654669,2.5617097705942005,Rasrelated associated with diabetes UTVGXHEL1014
rs6180149,2.5617097705942005,Rasrelated associated with diabetes UTVGXHEL1014
rs30754715,2.3779904448425038,Rasrelated associated with diabetes UTVGXHEL1014
rs30860624,2.639015490490527,Rasrelated associated with diabetes UTVGXHEL1014
rs30710547,3.329683929509345,Rasrelated associated with diabetes UTVGXHEL1014
rs29829269,3.329683929509345,Rasrelated associated with diabetes UTVGXHEL1014
rs36857136,3.329683929509345,Rasrelated associated with diabetes UTVGXHEL1014
rs13478638,2.3622714051606977,Rasrelated associated with diabetes UTVGXHEL1014
rs30704977,2.699795316607282,Rasrelated associated with diabetes UTVGXHEL1014
rs48722164,2.3845575865070754,Rasrelated associated with diabetes UTVGXHEL1014
rs49311321,3.0818238555029853,Rasrelated associated with diabetes UTVGXHEL1014
rs30127354,3.0818238555029853,Rasrelated associated with diabetes UTVGXHEL1014
rs33539208,3.0818238555029853,Rasrelated associated with diabetes UTVGXHEL1014
rs30169246,3.6018734771388865,Rasrelated associated with diabetes UTVGXHEL1014
rs13472831,3.6018734771388865,Rasrelated associated with diabetes UTVGXHEL1014
rs50057067,4.265152812226587,Rasrelated associated with diabetes UTVGXHEL1014
rs30913933,4.265152812226587,Rasrelated associated with diabetes UTVGXHEL1014
rs33569321,3.3659250299622845,Rasrelated associated with diabetes UTVGXHEL1014
rs3023064,3.3659250299622845,Rasrelated associated with diabetes UTVGXHEL1014
rs29876938,3.3659250299622845,Rasrelated associated with diabetes UTVGXHEL1014
rs33587477,3.3659250299622845,Rasrelated associated with diabetes UTVGXHEL1014
rs3655269,3.051349217246209,Rasrelated associated with diabetes UTVGXHEL1014
rs50512312,3.051349217246209,Rasrelated associated with diabetes UTVGXHEL1014
rs30460491,2.6464344941023965,Rasrelated associated with diabetes UTVGXHEL1014
rs38759439,2.508625736408593,Rasrelated associated with diabetes UTVGXHEL1014
rs30305830,2.508625736408593,Rasrelated associated with diabetes UTVGXHEL1014
rs6391567,3.1835731136085736,Rasrelated associated with diabetes UTVGXHEL1014
rs262454643,3.1835731136085736,Rasrelated associated with diabetes UTVGXHEL1014
rs30372521,3.1835731136085736,Rasrelated associated with diabetes UTVGXHEL1014
rs29881197,3.8240789801568313,Rasrelated associated with diabetes UTVGXHEL1014
rs30365213,3.278308469871343,Rasrelated associated with diabetes UTVGXHEL1014
rs36444893,3.278308469871343,Rasrelated associated with diabetes UTVGXHEL1014
rs37762447,3.278308469871343,Rasrelated associated with diabetes UTVGXHEL1014
rs30730865,3.278308469871343,Rasrelated associated with diabetes UTVGXHEL1014
rs36750821,3.188552994182385,Rasrelated associated with diabetes UTVGXHEL1014
rs6218880,2.8634621509962592,Rasrelated associated with diabetes UTVGXHEL1014
rs29920487,2.8634621509962592,Rasrelated associated with diabetes UTVGXHEL1014
rs29871187,2.518784436228836,Rasrelated associated with diabetes UTVGXHEL1014
rs3690632,2.449116390843328,Rasrelated associated with diabetes UTVGXHEL1014
rs6319193,2.4001831479900257,Rasrelated associated with diabetes UTVGXHEL1014
rs31001079,2.427199673102832,Rasrelated associated with diabetes UTVGXHEL1014
rs13478880,2.427199673102832,Rasrelated associated with diabetes UTVGXHEL1014
rs32523680,3.4731618067015533,Rasrelated associated with diabetes UTVGXHEL1014
rs37227876,3.4731618067015533,Rasrelated associated with diabetes UTVGXHEL1014
rs31568496,3.840393745602334,Rasrelated associated with diabetes UTVGXHEL1014
rs13479124,2.384384693099663,Rasrelated associated with diabetes UTVGXHEL1014
rs31227373,2.3215563140042343,Rasrelated associated with diabetes UTVGXHEL1014
rs32264975,2.303768993527801,Rasrelated associated with diabetes UTVGXHEL1014
rs32395390,2.4189017418213146,Rasrelated associated with diabetes UTVGXHEL1014
rs31417211,2.542179597245497,Rasrelated associated with diabetes UTVGXHEL1014
rs32532297,2.5441365347023006,Rasrelated associated with diabetes UTVGXHEL1014
rs31007463,2.546601984613081,Rasrelated associated with diabetes UTVGXHEL1014
rs32016537,2.3755446786421905,Rasrelated associated with diabetes UTVGXHEL1014
rs46476185,2.3738940015684,Rasrelated associated with diabetes UTVGXHEL1014
rs32501401,2.365777640360854,Rasrelated associated with diabetes UTVGXHEL1014
rs260604888,2.658582266670942,Rasrelated associated with diabetes UTVGXHEL1014
rs31765528,2.658582266670942,Rasrelated associated with diabetes UTVGXHEL1014
rs32433796,2.531441556962343,Rasrelated associated with diabetes UTVGXHEL1014
rs31811139,2.531441556962343,Rasrelated associated with diabetes UTVGXHEL1014
rs31794102,3.1099815104386126,Rasrelated associated with diabetes UTVGXHEL1014
rs13479440,3.1099815104386126,Rasrelated associated with diabetes UTVGXHEL1014
rs13479441,2.7574149878355696,Rasrelated associated with diabetes UTVGXHEL1014
rs31920772,2.790378017649464,Rasrelated associated with diabetes UTVGXHEL1014
rs46331406,2.790378017649464,Rasrelated associated with diabetes UTVGXHEL1014
rs31799039,2.983363680935415,Rasrelated associated with diabetes UTVGXHEL1014
rs33154273,2.4382141126721577,Rasrelated associated with diabetes UTVGXHEL1014
rs32831047,2.429906550099925,Rasrelated associated with diabetes UTVGXHEL1014
rs3659789,2.56871613286083,Rasrelated associated with diabetes UTVGXHEL1014
rs32679635,2.459703923425346,Rasrelated associated with diabetes UTVGXHEL1014
rs32639072,2.4539112488806816,Rasrelated associated with diabetes UTVGXHEL1014
rs3663761,2.487531892724731,Rasrelated associated with diabetes UTVGXHEL1014
rs6351426,2.4847932962127595,Rasrelated associated with diabetes UTVGXHEL1014
rs32797765,2.492143371810227,Rasrelated associated with diabetes UTVGXHEL1014
rs49830904,2.472840104251946,Rasrelated associated with diabetes UTVGXHEL1014
rs31393623,2.82910811206378,Rasrelated associated with diabetes UTVGXHEL1014
rs33385830,2.841660339684257,Rasrelated associated with diabetes UTVGXHEL1014
rs13479842,2.795310027134565,Rasrelated associated with diabetes UTVGXHEL1014
rs32558149,2.745882294833866,Rasrelated associated with diabetes UTVGXHEL1014
rs13479844,2.75158007737719,Rasrelated associated with diabetes UTVGXHEL1014
rs36720281,3.4200258296251462,Rasrelated associated with diabetes UTVGXHEL1014
rs37472003,3.3788368521184604,Rasrelated associated with diabetes UTVGXHEL1014
rs36826838,3.9207388785379,Rasrelated associated with diabetes UTVGXHEL1014
rs33349790,3.9383782744660185,Rasrelated associated with diabetes UTVGXHEL1014
rs219116007,3.5384910427514127,Rasrelated associated with diabetes UTVGXHEL1014
rs13479852,5.108352428292615,Rasrelated associated with diabetes UTVGXHEL1014
rs3672017,6.104294668718522,Rasrelated associated with diabetes UTVGXHEL1014
rs3719174,6.137995266051848,Rasrelated associated with diabetes UTVGXHEL1014
rs33587168,6.137995266051848,Rasrelated associated with diabetes UTVGXHEL1014
rs33316075,6.129649952870316,Rasrelated associated with diabetes UTVGXHEL1014
rs45925662,6.129649952870316,Rasrelated associated with diabetes UTVGXHEL1014
rs50721732,5.807564902816029,Rasrelated associated with diabetes UTVGXHEL1014
rs37603356,5.807564902816029,Rasrelated associated with diabetes UTVGXHEL1014
rs36478481,5.807564902816029,Rasrelated associated with diabetes UTVGXHEL1014
rs13479825,5.617418006867214,Rasrelated associated with diabetes UTVGXHEL1014
rs3681482,5.5777675475145445,Rasrelated associated with diabetes UTVGXHEL1014
rs33012635,5.5777675475145445,Rasrelated associated with diabetes UTVGXHEL1014
rs33557862,5.991478147200462,Rasrelated associated with diabetes UTVGXHEL1014
rs33246609,5.997823120053238,Rasrelated associated with diabetes UTVGXHEL1014
rs49375012,5.997823120053238,Rasrelated associated with diabetes UTVGXHEL1014
rs50157114,5.987249443153516,Rasrelated associated with diabetes UTVGXHEL1014
rs3713435,5.591156446869469,Rasrelated associated with diabetes UTVGXHEL1014
rs32588359,5.591156446869469,Rasrelated associated with diabetes UTVGXHEL1014
rs32847530,6.0879983552401935,Rasrelated associated with diabetes UTVGXHEL1014
rs32966741,5.746120930923568,Rasrelated associated with diabetes UTVGXHEL1014
rs13479883,3.6158937114242096,Rasrelated associated with diabetes UTVGXHEL1014
rs52003824,3.6158937114242096,Rasrelated associated with diabetes UTVGXHEL1014
rs32865796,4.230613183355123,Rasrelated associated with diabetes UTVGXHEL1014
rs52274709,4.230613183355123,Rasrelated associated with diabetes UTVGXHEL1014
rs13479903,3.599771010838989,Rasrelated associated with diabetes UTVGXHEL1014
rs37126960,3.7141923390334215,Rasrelated associated with diabetes UTVGXHEL1014
rs32886211,3.677986992947513,Rasrelated associated with diabetes UTVGXHEL1014
rs32890018,3.667223251632486,Rasrelated associated with diabetes UTVGXHEL1014
rs49907965,3.6774411219731062,Rasrelated associated with diabetes UTVGXHEL1014
rs48711476,2.804703732799791,Rasrelated associated with diabetes UTVGXHEL1014
rs33220295,2.804703732799791,Rasrelated associated with diabetes UTVGXHEL1014
rs50000405,2.7862538259257867,Rasrelated associated with diabetes UTVGXHEL1014
rs50813824,2.3337564096384105,Rasrelated associated with diabetes UTVGXHEL1014
rs13479913,2.3337564096384105,Rasrelated associated with diabetes UTVGXHEL1014
rs30771728,3.159197533033712,Rasrelated associated with diabetes UTVGXHEL1014
rs13479958,2.730191367651066,Rasrelated associated with diabetes UTVGXHEL1014
rs33015720,2.796754209784974,Rasrelated associated with diabetes UTVGXHEL1014
rs33004646,2.796754209784974,Rasrelated associated with diabetes UTVGXHEL1014
rs6180306,2.5539043784296047,Rasrelated associated with diabetes UTVGXHEL1014
rs52240807,2.5302930453558488,Rasrelated associated with diabetes UTVGXHEL1014
rs30960224,2.57335262623261,Rasrelated associated with diabetes UTVGXHEL1014
rs6182338,2.4260918152372795,Rasrelated associated with diabetes UTVGXHEL1014
rs13479970,2.422059858819311,Rasrelated associated with diabetes UTVGXHEL1014
rs33551061,2.565670687557548,Rasrelated associated with diabetes UTVGXHEL1014
rs31013353,2.5657119281446668,Rasrelated associated with diabetes UTVGXHEL1014
rs33519536,2.5934232071769845,Rasrelated associated with diabetes UTVGXHEL1014
rs50465429,2.636559511761251,Rasrelated associated with diabetes UTVGXHEL1014
rs31032628,2.738514614786038,Rasrelated associated with diabetes UTVGXHEL1014
rs3715791,3.1641452447217158,Rasrelated associated with diabetes UTVGXHEL1014
rs13479975,3.1893895980757248,Rasrelated associated with diabetes UTVGXHEL1014
UNC080532671,3.1490018749781807,Rasrelated associated with diabetes UTVGXHEL1014
rs225424560,2.399740474135761,Rasrelated associated with diabetes UTVGXHEL1014
rs31084940,2.399740474135761,Rasrelated associated with diabetes UTVGXHEL1014
rs3656921,2.410026772772363,Rasrelated associated with diabetes UTVGXHEL1014
rs3662808,2.5236471870441823,Rasrelated associated with diabetes UTVGXHEL1014
rs32780597,2.435491994939184,Rasrelated associated with diabetes UTVGXHEL1014
rs51217319,2.4039162928143947,Rasrelated associated with diabetes UTVGXHEL1014
rs33570756,2.4039162928143947,Rasrelated associated with diabetes UTVGXHEL1014
rs13479984,2.458817120657089,Rasrelated associated with diabetes UTVGXHEL1014
rs13479987,2.3253392156706365,Rasrelated associated with diabetes UTVGXHEL1014
rs51327407,2.4274152513935623,Rasrelated associated with diabetes UTVGXHEL1014
rs3700124,2.494307620766941,Rasrelated associated with diabetes UTVGXHEL1014
rs47704538,2.48251327619292,Rasrelated associated with diabetes UTVGXHEL1014
rs33132295,3.2092049885155265,Rasrelated associated with diabetes UTVGXHEL1014
rs33097889,3.277089059541972,Rasrelated associated with diabetes UTVGXHEL1014
rs6347490,4.45138100006331,Rasrelated associated with diabetes UTVGXHEL1014
gnf08.118.027,4.287775925000792,Rasrelated associated with diabetes UTVGXHEL1014
rs13480011,4.313043256565326,Rasrelated associated with diabetes UTVGXHEL1014
gnf08.119.598,4.169956002479332,Rasrelated associated with diabetes UTVGXHEL1014
rs6400423,4.918015411717152,Rasrelated associated with diabetes UTVGXHEL1014
gnf08.128.727,4.918015411717152,Rasrelated associated with diabetes UTVGXHEL1014
rs3697596,5.851185173406113,Rasrelated associated with diabetes UTVGXHEL1014
rs3699035,5.851185173406113,Rasrelated associated with diabetes UTVGXHEL1014
rs13480045,6.912697170035174,Rasrelated associated with diabetes UTVGXHEL1014
rs3716715,6.513416506282845,Rasrelated associated with diabetes UTVGXHEL1014
rs3695597,6.513416506282845,Rasrelated associated with diabetes UTVGXHEL1014
rs47916452,6.513416506282845,Rasrelated associated with diabetes UTVGXHEL1014
rs29743771,2.3164596003662585,Rasrelated associated with diabetes UTVGXHEL1014
rs29878586,2.3195774488048158,Rasrelated associated with diabetes UTVGXHEL1014
rs30136672,2.345643753654836,Rasrelated associated with diabetes UTVGXHEL1014
rs51585998,2.345643753654836,Rasrelated associated with diabetes UTVGXHEL1014
rs264361605,3.100375935102021,Rasrelated associated with diabetes UTVGXHEL1014
rs51361016,2.8787490243081773,Rasrelated associated with diabetes UTVGXHEL1014
rs52408413,2.440821020322669,Rasrelated associated with diabetes UTVGXHEL1014
rs13480151,2.685887566697182,Rasrelated associated with diabetes UTVGXHEL1014
rs37429415,2.5573315467999502,Rasrelated associated with diabetes UTVGXHEL1014
rs50411151,4.560837560948634,Rasrelated associated with diabetes UTVGXHEL1014
rs29789553,5.268610614086617,Rasrelated associated with diabetes UTVGXHEL1014
rs51272387,5.268610614086617,Rasrelated associated with diabetes UTVGXHEL1014
rs29939221,5.868940412687611,Rasrelated associated with diabetes UTVGXHEL1014
rs50718777,5.920516361826933,Rasrelated associated with diabetes UTVGXHEL1014
rs30439793,5.920516361826933,Rasrelated associated with diabetes UTVGXHEL1014
UNC16340224,5.616320649133747,Rasrelated associated with diabetes UTVGXHEL1014
rs47305346,5.616320649133747,Rasrelated associated with diabetes UTVGXHEL1014
rs29691059,5.16863263785794,Rasrelated associated with diabetes UTVGXHEL1014
rs13480187,5.241969925902418,Rasrelated associated with diabetes UTVGXHEL1014
rs30190584,5.126842422147576,Rasrelated associated with diabetes UTVGXHEL1014
rs30332024,5.564828858888987,Rasrelated associated with diabetes UTVGXHEL1014
rs50526125,5.017650543518164,Rasrelated associated with diabetes UTVGXHEL1014
rs32770708,5.017650543518164,Rasrelated associated with diabetes UTVGXHEL1014
rs48136808,5.017650543518164,Rasrelated associated with diabetes UTVGXHEL1014
rs29741089,3.941341111639305,Rasrelated associated with diabetes UTVGXHEL1014
rs29923835,2.8311397853657363,Rasrelated associated with diabetes UTVGXHEL1014
rs49617850,2.763463285974068,Rasrelated associated with diabetes UTVGXHEL1014
rs48086555,2.851845112475253,Rasrelated associated with diabetes UTVGXHEL1014
rs46222726,2.7111449348546235,Rasrelated associated with diabetes UTVGXHEL1014
rs36731731,2.496239747422655,Rasrelated associated with diabetes UTVGXHEL1014
rs29787071,3.06567652603178,Rasrelated associated with diabetes UTVGXHEL1014
rs48979294,3.06567652603178,Rasrelated associated with diabetes UTVGXHEL1014
rs52574939,3.2460237680672304,Rasrelated associated with diabetes UTVGXHEL1014
rs13480416,3.2460237680672304,Rasrelated associated with diabetes UTVGXHEL1014
rs30472051,3.216116884247353,Rasrelated associated with diabetes UTVGXHEL1014
rs29333273,2.3841822081331543,Rasrelated associated with diabetes UTVGXHEL1014
rs49817746,2.3337856061057227,Rasrelated associated with diabetes UTVGXHEL1014
rs38597300,2.8669250723701816,Rasrelated associated with diabetes UTVGXHEL1014
rs6391751,2.4310631040575488,Rasrelated associated with diabetes UTVGXHEL1014
rs29341085,2.416117799111879,Rasrelated associated with diabetes UTVGXHEL1014
rs29363370,2.520914998513215,Rasrelated associated with diabetes UTVGXHEL1014
rs29326444,2.520914998513215,Rasrelated associated with diabetes UTVGXHEL1014
rs29341768,2.520914998513215,Rasrelated associated with diabetes UTVGXHEL1014
rs29340218,2.575218828434496,Rasrelated associated with diabetes UTVGXHEL1014
rs3696307,3.3273790514506114,Rasrelated associated with diabetes UTVGXHEL1014
rs49562956,3.197072259607797,Rasrelated associated with diabetes UTVGXHEL1014
rs29313453,7.185914042434675,Rasrelated associated with diabetes UTVGXHEL1014
rs48805957,7.375340714416748,Rasrelated associated with diabetes UTVGXHEL1014
rs13480619,5.55137826187221,Rasrelated associated with diabetes UTVGXHEL1014
rs29359333,4.1871600962443,Rasrelated associated with diabetes UTVGXHEL1014
rs13480625,3.7781964688628817,Rasrelated associated with diabetes UTVGXHEL1014
rs13480629,3.864427840700503,Rasrelated associated with diabetes UTVGXHEL1014
rs29365740,3.925915054656064,Rasrelated associated with diabetes UTVGXHEL1014
rs46269104,3.7217940447201032,Rasrelated associated with diabetes UTVGXHEL1014
rs46979807,4.481041106905658,Rasrelated associated with diabetes UTVGXHEL1014
rs29316042,4.448166437178426,Rasrelated associated with diabetes UTVGXHEL1014
rs50477999,2.981214764393324,Rasrelated associated with diabetes UTVGXHEL1014
rs29316745,2.433415906894689,Rasrelated associated with diabetes UTVGXHEL1014
rs29338660,2.610253841677973,Rasrelated associated with diabetes UTVGXHEL1014
rs29332248,2.610253841677973,Rasrelated associated with diabetes UTVGXHEL1014
rs6199057,2.610253841677973,Rasrelated associated with diabetes UTVGXHEL1014
rs29450584,4.203234632770194,Rasrelated associated with diabetes UTVGXHEL1014
rs29449382,3.918248342692367,Rasrelated associated with diabetes UTVGXHEL1014
rs26851265,3.918248342692367,Rasrelated associated with diabetes UTVGXHEL1014
rs29389965,4.38179466158172,Rasrelated associated with diabetes UTVGXHEL1014
rs218648778,4.398199106963036,Rasrelated associated with diabetes UTVGXHEL1014
rs29464036,4.538046259892061,Rasrelated associated with diabetes UTVGXHEL1014
rs26859350,4.538046259892061,Rasrelated associated with diabetes UTVGXHEL1014
rs52161029,4.538046259892061,Rasrelated associated with diabetes UTVGXHEL1014
rs51345123,4.02832538779283,Rasrelated associated with diabetes UTVGXHEL1014
rs26831366,4.02832538779283,Rasrelated associated with diabetes UTVGXHEL1014
rs29387532,4.172817802154711,Rasrelated associated with diabetes UTVGXHEL1014
rs13480899,4.19296914860866,Rasrelated associated with diabetes UTVGXHEL1014
rs26840913,4.240353476357736,Rasrelated associated with diabetes UTVGXHEL1014
rs51279354,4.265787901950794,Rasrelated associated with diabetes UTVGXHEL1014
rs3723987,4.060942475258154,Rasrelated associated with diabetes UTVGXHEL1014
rs26829217,4.060942475258154,Rasrelated associated with diabetes UTVGXHEL1014
rs26831217,3.377221416045797,Rasrelated associated with diabetes UTVGXHEL1014
rs13480901,3.399723468406155,Rasrelated associated with diabetes UTVGXHEL1014
rs29436483,2.842422518633564,Rasrelated associated with diabetes UTVGXHEL1014
rs29431896,3.0107230762689845,Rasrelated associated with diabetes UTVGXHEL1014
rs28207497,3.080731712213216,Rasrelated associated with diabetes UTVGXHEL1014
rs13481185,2.378219830060392,Rasrelated associated with diabetes UTVGXHEL1014
rs50315212,2.579476263878818,Rasrelated associated with diabetes UTVGXHEL1014
rs13481249,2.579476263878818,Rasrelated associated with diabetes UTVGXHEL1014
rs29471238,2.579476263878818,Rasrelated associated with diabetes UTVGXHEL1014
rs27013085,3.53603820264249,Rasrelated associated with diabetes UTVGXHEL1014
rs13481251,3.53603820264249,Rasrelated associated with diabetes UTVGXHEL1014
rs50045009,4.357590054857104,Rasrelated associated with diabetes UTVGXHEL1014
rs50083450,4.357590054857104,Rasrelated associated with diabetes UTVGXHEL1014
rs52151267,4.288981563747374,Rasrelated associated with diabetes UTVGXHEL1014
rs13481252,4.288981563747374,Rasrelated associated with diabetes UTVGXHEL1014
rs50730255,4.355552195845011,Rasrelated associated with diabetes UTVGXHEL1014
rs51797794,4.625020200407023,Rasrelated associated with diabetes UTVGXHEL1014
rs29447364,4.484544970930593,Rasrelated associated with diabetes UTVGXHEL1014
rs46221055,4.484544970930593,Rasrelated associated with diabetes UTVGXHEL1014
rs29388476,2.6597328629831134,Rasrelated associated with diabetes UTVGXHEL1014
rs233962127,3.0290353147176545,Rasrelated associated with diabetes UTVGXHEL1014
UNC120679525,2.808994648624892,Rasrelated associated with diabetes UTVGXHEL1014
rs13481313,2.315054412837698,Rasrelated associated with diabetes UTVGXHEL1014
rs51702445,2.315054412837698,Rasrelated associated with diabetes UTVGXHEL1014
rs29137161,2.527129875574406,Rasrelated associated with diabetes UTVGXHEL1014
